,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0
1,0.135258,0.744824,0.458112,0.854567,0.00720329,0.975174,0.00321839,0.463795,0.968166,0.547836,0.344571,0.0577903,0.477219,0.70666,0.906074,0.931592,0.573372,0.715596,0.853945,0.142536,0.385301,0.0197005,0.722195,0.536838,0.26929,0.870395,0.907846,0.830258,0.781091,0.625895,0.378726,0.583675,0.635399,0.550633,0.163546,0.796361,0.142536,0.385301,0.0197005,0.705597,0.536838,0.26929,0.914188,0.907846,0.670305,0.781091,0.625895,0.378726,0.583675,0.635399,0.550633,0.163546,0.796361,0.787014,0.631186,0.955698,0.247853,0.835074,0.559658,0.00149939,0.504286,0.870931,0.365048,0.462947
