,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0
1,0.0403105,0.972106,0.910043,0.0694022,0.0694022,0.574946,0.574995,0.278375,0.0622243,0.826266,0.904078,0.60407,0.572847
