,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0
1,0.562174,0.74131,0.423889,0.605145,0.790224,0.0109145,0.631513,0.0457671,0.181308,0.623281,0.899529,0.484393,0.695535,0.695535,0.250782,0.652775,0.509999,0.161108,0.862684,0.617318,0.156976,0.702909,0.331144,0.788179,0.320497,0.822531,0.868816,0.156976,0.788179,0.588716,0.913571,0.267257,0.945535,0.0634939,0.939911,0.880595,0.461615,0.779082,0.100001,0.108822,0.198476,0.862545,0.689274,0.85652
