,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0
1,0.262904,0.540181,0.634831,0.379191,0.836257,0.948407,0.701513,0.69454,0.169656,0.292321,0.187409,0.514728,0.486548,0.492647,0.371167,0.282219,0.387807,0.371167,0.326985,0.887834,0.318117,0.318117,0.170632,0.581674,0.0492899,0.941113,0.8174,0.726485,0.230268,0.933449,0.64192,0.32583,0.775085,0.695211,0.137702,0.230268,0.230268,0.963306,0.831729,0.245801,0.326849,0.230268,0.405194,0.319066,0.209047,0.283673,0.181123,0.603099,0.503155,0.745588,0.403393,0.765803,0.371167,0.452323,0.371167,0.930717,0.0122776,0.147034,0.299701,0.0668934,0.908893,0.414035,0.909525,0.885945,0.282219,0.887834,0.695211,0.931089,0.872085,0.3322,0.756775,0.181123,0.487061,0.513681,0.105952
