,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0
1,0.499804,0.792719,0.434426,0.168735,0.141553,0.499804,0.588881,0.499804,0.221247,0.499804,0.499804,0.959846,0.429846,0.203618,0.642151,0.0739055,0.78625,0.168735,0.141553,0.976788,0.727171,0.0987799,0.01302,0.74783,0.425362,0.338027,0.780641,0.2049,0.0133212,0.258217,0.093095,0.870328,0.0193104,0.588811,0.786262,0.610703,0.610703,0.610703,0.610703,0.488193,0.809104,0.584175,0.746503,0.488193,0.0852823,0.488193,0.477655,0.338027,0.338027,0.117895,0.622478,0.814276,0.348086,0.258217,0.817104,0.610703,0.258217,0.258217,0.610703,0.488193,0.480473,0.338027,0.83217,0.151794,0.846689,0.480473,0.903975,0.583755,0.610703,0.610703,0.18048,0.285772,0.706514,0.743914,0.0297028,0.0588001,0.380952,0.488193,0.338027,0.814276,0.83215,0.488193,0.199874,0.558722,0.488193,0.81478,0.434426,0.804172,0.422057,0.258217,0.428513,0.161849,0.783732,0.178691,0.434426,0.464015,0.335109,0.631513,0.508813,0.526696,0.690425,0.707288,0.492692,0.335109,0.676499,0.58826,0.335109,0.0454761,0.488193,0.855727,0.100459,0.260504,0.335109,0.217966,0.102914,0.0340758
