,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0
1,0.401732,0.690192,0.989593,0.938799,0.0283133,0.602735,0.065959,0.902338,0.168846,0.957647,0.571905,0.52265,0.275534,0.535401,0.570383,0.24557,0.11907,0.31802,0.157684,0.323051,0.952141,0.238736,0.260066,0.263686,0.989593,0.477874,0.11769,0.31802,0.470064,0.111161
