,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0
1,0.296704,0.918001,0.910043,0.918001,0.873231,0.091751,0.910043,0.924348,0.791459,0.239539,0.415899,0.910043,0.910043,0.247382,0.923787,0.442997,0.163451,0.936396,0.963268,0.149752,0.960471,0.698875,0.770669,0.169127,0.920689,0.693316,0.910043,0.910043,0.454082,0.175698,0.791459,0.910043,0.0297768,0.783849,0.918001,0.728935,0.401732,0.659846,0.791459,0.537975,0.856558,0.583658,0.918001,0.0269449,0.688228,0.829686,0.918001,0.82998,0.783685,0.0307083,0.804455,0.412116,0.496409,0.804455,0.539374,0.918001,0.918001,0.0342596,0.734165,0.15297,0.851305,0.220746,0.539374,0.162503,0.496409,0.760374,0.790005,0.703945,0.923787,0.495125,0.282377,0.0307083,0.953216,0.879113,0.934297,0.953216
