,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
1,0.535991,0.487366,0.833545,0.0231682,0.495729,0.354011,0.937445,0.354011,0.667338,0.150261,0.780202,0.553186,0.444531,0.00124468,0.0105054,0.422507,0.154395,0.00159052,0.0518068,0.864968,0.811331,0.45939,0.24246,0.349249,0.64571,0.141265,0.519193,0.176242,0.771778,0.150846,0.624189,0.489326,0.882864,0.871131,0.635205,0.792473,0.489326,0.738261,0.660461,0.840472,0.0739055,0.519193,0.582011,0.489326,0.489326,0.830119,0.907259,0.399834,0.200281
