,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0
1,0.786528,0.887957,0.131423,0.337914,0.884706,0.549507,0.553334,0.813716,0.0620159,0.0110688,0.999791,0.502212,0.497213,0.954858,0.587787,0.936223,0.126223,0.0965846,0.549507
