,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
1,0.203942,0.205198,0.947355,0.631637,0.229565,0.0204915,0.661814,0.774133,0.229565,0.575822,0.00998113,0.816566,0.205198,0.406447,0.444531,0.81905,0.0742124,0.662121,0.788393,0.108995,0.254435,0.139963,0.804513,0.309429,0.234007,0.347795,0.584518,0.459819,0.840472,0.565209,0.477209,0.804513,0.0638997,0.483092,0.840472,0.268089,0.0538068,0.475743,0.840472,0.909103,0.752387,0.479386,0.0497427
