,0,1,2,3,4,5,6,7,8,9,10
0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1,0.347738,0.914162,0.876653,0.57585,0.796868,0.101564,0.533414,0.306585,0.174617,0.00871632,0.789573
