,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1,0.934463,0.875428,0.746104,0.940602,0.00906189,0.640758,0.0786673,0.804455,0.00321839,0.695662,0.0885397,0.349897,0.941613,0.105388,0.398178,0.240664,0.20683,0.874771,0.855586,0.801592,0.18141,0.373771,0.971141,0.723684,0.954081,0.355658,0.0330485,0.0888185,0.724327,0.920037,0.851792,0.346083,0.121385,0.515601,0.880301,0.149454,0.926421,0.27678,0.827029
