,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.966481,0.0310946,0.496957,0.162276,0.201149,0.0441517,0.549507,0.754733,0.623427,0.245801,0.521913,0.434297,0.680166,0.115876,0.445046,0.950227,0.2036,0.292478,0.623427,0.460448,0.782896,0.273634,0.843059,2.6491e-06,0.933449,2.6491e-06,0.653908,0.847446,0.36802,0.653367,0.555127,0.630043,0.166846,0.20683,0.702375,0.843813,0.371167,0.787311,0.56205,0.104231,0.0290566,0.218665,0.141018,0.714283,0.521913,0.274627,0.22016,0.222916,0.20683,0.0502425,0.514883,0.89755,0.22016,0.202085,0.650644,0.336844,0.194362,0.361382,0.754733,0.787311,0.915277,0.521913,0.57808,0.371167,0.470557,0.951416,0.0696015,0.83695,0.439988,0.883089,0.714875,0.740079,0.675522,0.798326,0.77857,0.98309,0.575584,0.147034,0.0175244,0.391372,0.549507,0.28218,0.445046,0.847429,0.639369,0.439988,0.307755
