,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0
1,0.391372,0.030676,0.512011,0.0122776,0.264111,0.87259,0.860519,0.15959,0.969942,0.168522,0.159179,0.835268,0.416433,0.961041,0.0471351,0.56185,0.147034,0.238187,0.998273,0.439972,0.350377,0.00392159,0.0006181,0.391372,0.140813,0.371167,0.843052,0.843052,0.758316,0.371167,0.463276,0.444322,0.190629,0.171153,0.806812,0.24349,0.592641,0.422567,0.749042,0.365284,0.213279,0.92776,0.64192,0.0295149,0.514728,0.690824,0.870876,0.899549,0.678944,0.187815,0.0832367,0.658383,0.46601,0.501438,0.177834,0.359238,0.6302,0.00664115,0.273375,0.16914,0.575691,0.104231,0.4577,0.658383,0.907588,0.189038,0.76366,0.964295,0.885646,0.615561,0.426951,0.303616,0.00653187,0.663094,0.230268,0.146853,0.230268,0.0939269,0.230268,0.256552,0.178363,0.0832367,0.0567341,0.0602114,0.0328912,0.64216,0.790896
