,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
1,0.791212,0.631265,0.555335,0.494286,0.0846798,0.728531,0.0846798,0.935238,0.200209,0.688478,0.550633,0.343788,0.986363,0.797256,0.998828,0.335029,0.106764,0.684688,0.105228,0.0706326,0.669372,0.814195,0.66459,0.391162
