,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0
1,0.467367,0.472884,0.0362586,0.962708,0.448117,0.865536,0.92349,0.0361304,0.448117,0.524998,0.448117,0.44141,0.598548,0.678266,0.685061,0.608768,0.225374,0.90599,0.237675,0.0510666,0.122901,0.85997,0.934632,0.875498,0.759667,0.0416866,0.901217,0.26737,0.474297,0.65625,0.44141,0.448117,0.835306,0.57794,0.112225,0.926891,0.260066,0.433413,0.969099,0.070249,0.725083,0.963748,0.50858,0.736714,0.211375,0.0324965,0.458863,0.254953,0.0100454,0.435292,0.0596061,0.945265,0.637444,0.0276531,0.0535259,0.00176284,0.467367,0.759667,0.520306,0.50065
