,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0
1,0.371167,0.977422,0.0330485,0.371167,0.20845,0.126732,0.391372,0.66198,0.662714,0.961041,0.591726,0.720634,0.391372,0.335382,0.453081,0.490095,0.40929,0.898089,0.651481,0.16006,0.389665
