,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
1,0.818972,0.980632,0.626188,0.320449,0.604629,0.62126,0.247382,0.238263,0.604609,0.905862,0.504349,0.168676,0.339016,0.0217448,0.22637,0.0226606,0.5881,0.536051,0.131194,0.377447,0.918001,0.213444,0.754171,0.932259,0.501741,0.492078,0.806322,0.53423,0.978149,0.706118,0.865111,0.423963,0.720615,0.684984,0.861441,0.853358
