,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
1,0.242666,0.949177,0.106508,0.396967,0.675692,0.734476,0.685115,0.929211,0.885502,0.324743,0.957643,0.298696,0.375181,0.177684,0.834017,0.0175623,0.0692454,0.386411,0.210695,0.2049,0.699683,0.849138,0.427643,0.812848,0.734951
