,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0
1,0.821848,0.085303,0.0768673,0.830943,0.0644721,0.961594,0.405034,0.0754735,0.89387,0.471052,0.824764,0.544428,0.504349,0.218405,0.205737,0.762624
