,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
1,0.0142807,0.425356,0.494286,0.464285,0.944644,0.106764,0.698103,0.0558853,0.926103,0.907718,0.35939,0.615497,0.386411,0.816398,0.941087,0.799427,0.675126,0.106764,0.066922,0.222396,0.174191,0.938844,0.910755,0.93066,0.898684,0.918368,0.858054,0.938171,0.0171999,0.859898,0.535172,0.298841,0.344592,0.0522448,0.46915,0.459635,0.113933,0.42452,0.668195,0.621412,0.027836,0.0846798,0.278933,0.480052,0.741393,0.118555,0.890069,0.581913,0.503907,0.43859,0.235344,0.388748,0.0845473,0.673644,0.382573,0.828567,0.424571,0.83108,0.00257161,0.369805,0.890069,0.890069,0.255666,0.00321839,0.529688,0.800773,0.741393,0.494286,0.742591,0.427776,0.106764,0.0846798
