,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.0149812,0.63472,0.364783,0.0489995,0.439988,0.670993,0.875144,0.0529056,0.243045,0.328555,0.219773,0.387856,0.000435246,0.608718,0.166846,0.461507,0.584244,0.486548,0.578824,0.873231,0.0652938,0.700805,0.657172,0.779837,0.0305547,0.784728,0.0481706,0.0175244,0.46511,0.598296,0.40091,0.35318,0.515429,0.0723973,0.31898,0.674237,0.151366,0.906721,0.514728,0.744654,0.793486,0.863052,0.106043,0.0441517,0.103757,0.336844,0.0116702,0.168522,0.371167,0.000927713,0.197998,0.0555497,0.857437,0.0175244,0.709918,0.78087,0.155822,0.204946,0.0245059,0.156004,0.823796,0.118211,0.0675575,0.371167,0.0893449,0.251527,0.560471,0.791107,0.870144,0.15542,0.17013,0.0928883,0.20683,0.908113,0.137702,0.00325084,0.656763,0.135661,0.229623,0.177778,0.486548,0.615999,0.683583,0.336916,0.180219,0.117949,0.90251,0.784014,0.137702,0.494122,0.22016,0.240549,0.240549,0.699538,0.22016,0.822347,0.967953,0.32512,0.916555,0.744689,0.415669,0.346597,0.960755,0.766396,0.371167,0.117906,0.368138,0.356974,0.353356,0.701532,0.415669,0.948299,0.760112,0.0299818,0.0675575,0.0760998,0.0675575,0.0675575,0.947403,0.0675575,0.130183,0.884629,0.336844,0.310807,0.742826,0.705685,0.403727,0.249662,0.0355732,0.706938,0.75934,0.106043,0.514954,0.876583,0.951174,0.915151,0.384629,0.439988,0.670993,0.465715,0.387856,0.854451,0.679417,0.881986,0.35318,0.605749,0.635025,0.0989956,0.414136,0.641545,0.0989956,0.251527,0.229623,0.0825499,0.222729,0.933818,0.887659,0.960755,0.583134,0.0989956,0.433892,0.810272,0.825922,0.0989956,0.919134,0.0989956,0.222729,0.623872,0.0989956,0.543222
