,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
1,0.109941,0.162716,0.860275,0.766504,0.387346,0.00933833,0.226519,0.202512,0.860275,0.227251,0.744308,0.712414,0.543493,0.415939
