,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0
1,0.7725,0.831182,0.805583,0.629029,0.328969,0.83624,0.67045,0.396967,0.347447,0.649324,0.354914,0.157684,0.988288,0.971025,0.504349,0.648482,0.448117,0.945172,0.874836,0.989593,0.553361,0.320413,0.150546,0.162809,0.114906,0.491698,0.201755,0.96891,0.074625,0.00127726,0.859685,0.0846958,0.458509,0.458509,0.392463,0.989593,0.384643,0.384643,0.392463,0.201755,0.930839,0.384643,0.392463,0.827468,0.718975,0.989593,0.164518,0.00965476,0.472884,0.199,0.862616,0.989593,0.135824,0.189118,0.71505,0.930092,0.665089,0.952123,0.711868,0.522904,0.52113,0.941814,0.860145,0.546438,0.580553,0.155403,0.111673,0.291934,0.83356,0.421078,0.697227,0.157684,0.560214,0.188745,0.928518,0.239435,0.703139,0.386082,0.885451,0.243686,0.760734,0.0747168,0.865881,0.928518,0.491105,0.391162,0.431386,0.859211,0.200281,0.200281,0.973095
