,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1,0.744144,0.753209,0.0231111,0.660414,0.409545,0.978457,0.11453,0.0211414,0.659197,0.23178,0.989593,0.455083,0.347203,0.259307,0.202512,0.891012,0.202512,0.042367,0.631687,0.265567,0.756583,0.00646829,0.508393,0.76653,0.659197,0.0686057,0.829143
