,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0
1,0.938974,0.0519417,0.989365,0.57337,0.382903,0.701818,0.652189,0.596472,0.0122776,0.724327,0.247527,0.78364,0.539614,0.740841,0.916806,0.439248,0.794692,0.222635,0.920494,0.86249,0.314674,0.936909,0.378741,0.569904,0.183922,0.376377,0.898061,0.172499,0.78452,0.380622,0.583864,0.79318,0.247168,0.103758,0.706594,0.696532,0.580358,0.952763,0.198476,0.920009,0.0520158,0.166535,0.917604,0.0874118,0.861441
