,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0
1,0.2036,0.0175244,0.156993,0.2036,0.147034,0.128641,0.448837,0.321587,0.128641,0.861603,0.0148982,0.512989,0.0278375,0.170632,0.104231,0.512989,0.431417,0.611443,0.61267,0.344223,0.617247,0.953505,0.326849,0.65951,0.365316,0.230268,0.230268,0.778823,0.885646,0.218894,0.486548,0.647277,0.492647,0.221633,0.295976,0.512989,0.514728,0.484374,0.0762086,0.557628,0.0652938,0.0384278,0.107862,0.485689,0.510386,0.538158,0.313346,0.159179,0.0938401,0.328755,0.658383,0.233873,0.6302,0.122225,0.230268,0.493026,0.12332,0.6302,0.857835,0.515257,0.262904,0.0122776,0.261335,0.60781,0.892524,0.91896,0.697155,0.551105,0.847764,0.222916,0.894806,0.432964,0.230268,0.755095,0.510386,0.910158,0.492647,0.874851,0.666426,0.183253,0.846288,0.76735,0.0668883,0.596041,0.194362,0.728769,0.0396746,0.48411,0.818799,0.919533,0.0938401,0.200726,0.555114,0.14824,0.643229,0.968339,0.0263034,0.857835,0.265667,0.868122,0.258591,0.40501,0.0210942,0.948154,0.445917,0.00074572,0.37911
