,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
1,0.539075,0.821139,0.931837,0.890836,0.0405889,0.335218,0.602332,0.417686,0.335218,0.178251,0.971701,0.899494,0.818723,0.697492,0.712254
