,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0
1,0.293743,0.48278,0.366138,0.552207,0.951655,0.180613,0.164072,0.0958678,0.757842,0.724327,0.961506,0.637234,0.371167,0.828552,0.284917,0.236582,0.367761,0.81567,0.0837474,0.179452,0.91428,0.939386,0.721254,0.785217,0.809965,0.147907,0.236582,0.8322,0.00569648,0.858425,0.61319
