,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0
1,0.690425,0.39019,0.949492,0.307586,0.0311308,0.250556,0.60722,0.543493,0.113062,0.476469,0.161281,0.546338,0.0123942,0.0217606,0.278724,0.270475,0.829336,0.0639656,0.292065,0.944744,0.980772,0.505247,0.314869,0.731264
