,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0
1,0.203458,0.762304,0.771505,0.382017,0.387489,0.0739055,0.930122,0.587561,0.274623,0.661031,0.42175,0.811133,0.444531,0.0915276,0.326273,0.869992,0.714265,0.0978435,0.978903,0.448261,0.786324,0.16822,0.444531,0.505598,0.601772
