,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0
1,0.542714,0.515671,0.633058,0.154076,0.858797,0.712166,0.30364,0.783365,0.958049,0.124394,0.399131,0.641857,0.145526,0.591231,0.972106,0.0228261,0.887265,0.554474,0.959264,0.148189,0.950063,0.243601,0.0271924,0.908892,0.806144,0.714521
