,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
1,0.173285,0.445503,0.371167,0.371167,0.371167,0.628065,0.581355,0.779611,0.759247,0.921805,0.500469,0.951204,0.888758,0.69418,0.0833359,0.377146,0.425865,0.770985,0.912282
