,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0
1,0.580826,0.127088,0.821848,0.520246,0.911939,0.749183,0.491714,0.526942,0.746565,0.822819,0.47808,0.169412,0.943027,0.825635,0.116682,0.0837886,0.577822,0.580826,0.127088,0.821848,0.520246,0.911939,0.749183,0.491714,0.526942,0.746565,0.822819,0.47808,0.169412,0.943027,0.825635,0.116682,0.0837886,0.577822,0.380721,0.0465212,0.0465212,0.502801,0.366801,0.266394,0.196626,0.522808,0.378401,0.293313,0.737263,0.383513,0.271147,0.116682,0.933317,0.765746,0.264727,0.315975
