,0,1,2,3,4,5,6,7,8
0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1,0.983269,0.945205,0.918001,0.270375,0.908992,0.382763,0.877947,0.329858,0.729778
