,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0
1,0.356556,0.0854732,0.0749829,0.563758,0.690425,0.262534,0.375006,0.356556,0.217824,0.542258,0.0636024,0.434426,0.705126,0.0204241,0.457793,0.438772,0.369567,0.339635,0.757863,0.353107,0.326804,0.434426,0.746418,0.874208,0.434426,0.339635,0.874208,0.790762,0.339635,0.81668,0.196922,0.723656,0.670361,0.302542,0.76482,0.65746,0.276531,0.690425,0.849284,0.866486,0.430622,0.182432,0.604037,0.484975,0.583858,0.448117,0.839718,0.339635,0.690425,0.339635,0.0797537,0.258728,0.843726,0.392095,0.613537,0.339635,0.940054,0.627759,0.510034,0.626537,0.115945,0.404419,0.655686,0.0440776,0.177111,0.500127,0.847035,0.695649,0.843726,0.690425,0.0501994,0.259911,0.876299,0.642999,0.237511,0.467451,0.610327,0.538563,0.844945,0.118427,0.513728,0.534838,0.297445,0.495392,0.608273,0.399083,0.0588001,0.844945,0.259911,0.553939,0.477211,0.593885,0.355431,0.154003,0.685597,0.730861,0.895233,0.294349,0.647458,0.0595972,0.601874,0.401732,0.573617,0.392463,0.801517,0.695965,0.655023,0.0582046,0.149926,0.448117,0.501511,0.86356,0.444719,0.194936,0.587159,0.497454,0.809061,0.573617,0.375006,0.217856,0.353476,0.0958273,0.0740725,0.106666,0.383421,0.383421,0.952666,0.027976,0.580841
