,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0
1,0.586006,0.745412,0.785878,0.971937,0.236491,0.0305141,0.6302,0.772628,0.567078,0.66198,0.438386,0.517837,0.0440966,0.738263,0.437769,0.91233,0.542329,0.407595,0.261763,0.0530528,0.401732,0.190441,0.654294,0.248287,0.623427,0.78581,0.608361,0.695211,0.0806118,0.229517,0.856749,0.45261,0.284917,0.263018,0.462361,0.39214,0.782004,0.745412,0.248287,0.695211,0.782004,0.856927,0.660419,0.333792
