,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
1,0.533545,0.0691312,0.257843,0.0320072,0.79491,0.724753,0.322253,0.66411,0.201047,0.233789,0.459948,0.168539,0.888802,0.291366,0.0557395,0.128641,0.195283,0.388143,0.095866,0.599022,0.890817,0.384814,0.407917,0.277447,0.452215,0.511587,0.973823,0.852606,0.420447,0.983277,0.653195,0.78145,0.946674,0.0709062,0.354447,0.223446,0.777664,0.408984,0.079117,0.868626,0.529501,0.529501,0.529501,0.806221,0.764815,0.666722,0.0320072,0.233789,0.589485,0.881078,0.354447,0.771589,0.552899,0.340289,0.170772,0.0379607,0.340949
