,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0
1,0.0194135,0.435292,0.896934,0.502928,0.579232,0.119912,0.0617107,0.265303,0.376214,0.448117,0.435292,0.00127726,0.614825,0.323051,0.145342,0.504928,0.608711,0.448117,0.243643,0.0595486,0.408571,0.628185,0.410895,0.0344402,0.571144,0.0918435,0.38361,0.875498,0.267818,0.475191,0.982525,0.981085,0.989593,0.962708,0.0295397,0.87423,0.0807303,0.34053,0.210233,0.0709559,0.392463,0.885296,0.0316534,0.859431,0.265015,0.59496,0.475191,0.880595,0.471066,0.0481572,0.502823
