,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0
1,0.626271,0.853513,0.612489,0.145526,0.0942576,0.0187608,0.937238,0.599121,0.09058,0.849872,0.473918,0.889574,0.853513,0.585881,0.909525,0.92632,0.364859
