,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0
1,0.323876,0.722371,0.268817,0.653718,0.959733,0.17666,0.907866,0.533038,0.364776,0.146554,0.149291,0.496728,0.991008,0.0942785,0.467841,0.711352,0.629752,0.293408,0.0706319,0.93858,0.0845557,0.755367,0.91191,0.496728,0.496728,0.791631,0.119612,0.483317,0.266255,0.150947,0.206965,0.506777,0.888702,0.407917,0.0758538,0.454213,0.245841,0.660921,0.0813602,0.19516,0.000840028,0.00677254,0.688603,0.869959,0.589609,0.352887,0.349932,0.382721,0.245617,0.909974,0.252074,0.266255,0.266255,0.211629,0.763799,0.709781,0.874469,0.349932,0.753706,0.191343,0.465171,0.955621,0.948919,0.103694,0.318619,0.145386,0.0400996,0.559534,0.232996,0.793199,0.0828509,0.928427,0.0316331,0.54901,0.723194,0.611852,0.10667,0.0134121,0.478737,0.11058,0.496728,0.408585,0.182311,0.0614185,0.00201397,0.492947,0.557628,0.612594,0.464121,0.121346,0.444966,0.526543,0.817978,0.135191,0.706841,6.60949e-05,0.269244,0.496728,0.0711997,0.319845,0.113155,0.630214,0.819546,0.366172,0.115876,0.636028,0.17666,0.364776,0.0845557,0.496728,0.496728,0.245617,0.686426,0.252074,0.480994,0.145386,0.156146,0.10667,0.496728,0.0614185,0.00201397,0.121346,0.481428,0.319845,0.433312,0.356153,0.441241,0.0243889,0.156146,0.174976,0.469179,0.0325735,0.0964758,0.22096,0.667773,0.468841,0.37614
