,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
1,0.869133,0.0652938,0.22016,0.872103,0.0675575,0.764425,0.147034,0.0936878,0.805175,0.147034,0.187876,0.4369,0.0175244,0.0675575,0.522192,0.415669,0.0379199,0.371167,0.65973,0.0742201,0.0174982,0.415669,0.68887,0.103038,0.535103,0.166846,0.0116702,0.88873,0.1767,0.283673,0.359238,0.113261,0.391372,0.935664,0.483392,0.471764,0.00415127,0.00415127,0.395768,0.62578,0.336844,0.707915,0.371167,0.0175244,0.0381819,0.639369,0.0742201,0.471764,0.707915,0.268113,0.996355,0.690173,0.966809,0.389601,0.358348,0.511303,0.49829,0.640687
