,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
1,0.0458178,0.627987,0.106901,0.954688,0.816885,0.396091,0.98263,0.202651,0.118518,0.714239,0.854156,0.481702,0.180663,0.890836,0.173997,0.984075,0.594255,0.127901,0.363465,0.24246,0.173997,0.504349,0.18671,0.816885,0.383229,0.477312,0.959027,0.693158,0.513122,0.513122
