,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0
1,0.202512,0.157684,0.623889,0.710325,0.41417,0.175297,0.510194,0.543255,0.989593,0.989593,0.0369128,0.432327,0.441424,0.202512,0.321833,0.625525,0.42354,0.957533,0.396967,0.00853724,0.202512,0.147319,0.106764,0.848167,0.771987,0.161371,0.239435,0.743961,0.500817,0.299506,0.239435,0.239435,0.225374,0.654301,0.673857,0.602702,0.415667,0.698558,0.259038,0.508716,0.584239,0.856585,0.699337,0.18206,0.11907,0.840785,0.27454,0.49156,0.818268,0.486959,0.941202,0.156112,0.202512,0.749272,0.498817,0.11907,0.606236,0.571905,0.00801669,0.157684,0.100306,0.56135,0.0149998,0.0467032,0.308001,0.0535259,0.758685,0.757779,0.591874,0.571905,0.41525,0.736795,0.762963,0.140258,0.770803,0.543509,0.655344,0.239435,0.578879,0.831572,0.192303,0.4615,0.420105,0.156281,0.15249,0.135055,0.0535259,0.27454,0.673857,0.926816,0.391162,0.0316453,0.215493,0.0499111,0.569474,0.466898,0.880304,0.463612,0.656609,0.352962,0.513596,0.288024,0.921744,0.820467,0.420105
