,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0
1,0.785703,0.716501,0.33467,0.0279477,0.600643,0.418072,0.836485,0.943,0.677027,0.866958,0.785703,0.0279477,0.684448,0.312697,0.476191,0.0279477,0.697492,0.171694,0.945352,0.967326,0.947595,0.751929
