,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0
1,0.77011,0.958807,0.893437,0.550633,0.873839,0.613915,0.753855,0.509233,0.27933,0.420038,0.795448,0.300641,0.352641,0.857142,0.461055,0.107528,0.918928,0.913853,0.302847,0.470331,0.388247,0.851312,0.702448,0.573372,0.939126,0.795212,0.544286,0.314895,0.947158,0.0595935,0.648641,0.564795,0.750358,0.610079,0.417568,0.327455,0.475922,0.333927,0.0804143,0.759846,0.590969,0.334925,0.639501,0.220458,0.607071,0.411345,0.711397,0.00974933,0.817488,0.203673,0.127316,0.269789,0.395035,0.550694,0.988526,0.956008,0.646476,0.862437,0.867003,0.588042,0.298769,0.687612,0.931185,0.251987,0.911316,0.920935,0.210069,0.0438837,0.4933,0.29896,0.732916,0.357121,0.129018,0.759415,0.363205,0.262718,0.792373,0.0656451,0.137073,0.189671,0.103693,0.250841,0.144776,0.962051,0.683232,0.887801,0.0470874,0.199609,0.126833,0.949007,0.578704,0.425009,0.599884,0.199609,0.552215,0.723853,0.924389,0.047791,0.311087,0.356055,0.427469,0.457706,0.772195,0.24578,0.33221,0.356055,0.502214,0.069961,0.916589,0.51158,0.768615,0.499405,0.597478,0.626735,0.56477,0.234038,0.356055,0.685358,0.356055,0.355845,0.435229,0.579737,0.0509841,0.267998,0.739556,0.016302,0.435172,0.499277,0.50671,0.472662,0.900499,0.0763824,0.216037,0.267405,0.476923,0.810384
