,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.120177,0.601772,0.841077,0.248031,0.891586,0.571017,0.47208,0.0819429,0.601772,0.371194,0.943691,0.636654,0.601772,0.427161,0.813382,0.242517,0.0457671
