,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
1,0.175734,0.610703,0.488193,0.534314,0.610703,0.175734,0.115242,0.175734,0.610703,0.477369,0.175734,0.610703,0.199874,0.182015,0.610703,0.610703,0.114347,0.192518,0.610703,0.852194,0.664723,0.0699423,0.335109,0.647703,0.319755,0.338027,0.0258107,0.497014,0.338027,0.338027,0.576165,0.199874,0.335109,0.18048,0.267747,0.640631,0.338027,0.814276,0.488193,0.258217,0.0686003,0.894341,0.690425,0.814276,0.484578,0.488193,0.108997,0.279684,0.162716,0.270767,0.516778,0.434426,0.899793,0.517433,0.487225,0.434426,0.140119,0.204942,0.897403,0.864968,0.23215,0.844473,0.339635,0.673489,0.389005,0.911583,0.142481,0.180224,0.819879,0.593885,0.903315,0.140854,0.725919,0.863611,0.690425,0.690425,0.00277122,0.79613,0.753569,0.471358,0.0133212,0.0877876,0.714517,0.832855,0.392095,0.877217,0.647458,0.178966,0.203277,0.289007,0.844382,0.0344622,0.434426,0.859139,0.651734,0.726178,0.65746,0.65899,0.933353,0.396967,0.701171,0.0212589,0.894341,0.267747,0.561025,0.971219,0.360968,0.505582
