,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.207794,0.230268,0.617176,0.879223,0.151776,0.720116,0.486548,0.98946,0.277102,0.61161,0.147034,0.588449,0.122241,0.658383,0.815059,0.64192,0.0333624,0.271066
