,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1,0.295596,0.30986,0.847785,0.0326669,0.43345,0.563475,0.857474,0.765363,0.186486,0.94894,0.997257,0.00713997,0.134152,0.0388261,0.916982,0.941784,0.916982,0.846503,0.975252,0.623971,0.0270812,0.964744,0.892858,0.0270812,0.106764,0.448859,0.334323,0.923713,0.691028,0.297247,0.607518,0.472681,0.486406,0.788963,0.756169,0.358893,0.825987,0.627878,0.890069,0.363883,0.106764,0.911109,0.649791,0.0949001,0.844746,0.885003,0.313375,0.0342411,0.123408,0.394995,0.936413,0.583666,0.900766,0.944252,0.606943,0.61512,0.930136,0.0405555,0.791498,0.368647,0.448308,0.439921,0.944252,0.568305,0.494729,0.974143,0.898153,0.122233,0.666917,0.887915,0.113215,0.250716,0.890069,0.508142,0.0933603,0.907203,0.890069,0.935779,0.666149,0.219529,0.58987,0.417408,0.0123387,0.878844,0.890069,0.090545,0.0250644,0.890069,0.890069,0.890069,0.0192772,0.335099,0.532214,0.897379
