,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
1,0.0772357,0.407595,0.0498699,0.92503,0.0928883,0.485689,0.65178,0.65178,0.933316,0.822948,0.241968,0.720978,0.263271,0.954081,0.944211,0.790005,0.0176497,0.0344622,0.195815,0.0772357,0.959699
