,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
1,0.954153,0.303093,0.287786,0.204155,0.918001,0.884312,0.919149,0.116997,0.790005,0.240664,0.748848,0.963436,0.640632,0.678853,0.767155,0.843644,0.640632,0.333339,0.0609548,0.973137,0.648082,0.882371
