,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0
1,0.10408,0.982512,0.136516,0.669879,0.840919,0.817807,0.348757,0.396252,0.948056,0.889022,0.230698,0.88541,0.873735,0.0846798,0.585505,0.348757,0.794494,0.777197,0.484837,0.796216,0.659276,0.48838,0.139897,0.677404,0.0638317,0.296074,0.296074,0.0393866,0.122426,0.585505,0.815905,0.83032,0.867277,0.550633,0.848168,0.142523,0.106764,0.523264,0.238943,0.0335279,0.0335279,0.106764,0.0297296,0.363883,0.468825,0.0958946,0.943379,0.9641,0.691504,0.191581,0.603995,0.843423,0.493573,0.476888,0.360968
