,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
1,0.176633,0.176633,0.444531,0.444531,0.205198,0.679029,0.788207,0.797981,0.619171,0.457835,0.80966,0.928625,0.854981,0.484116,0.363676,0.0739055,0.394084
