,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140
0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0
1,0.162147,0.415669,0.27005,0.753689,0.095866,0.413103,0.371167,0.0245059,0.961184,0.00536243,0.965834,0.0289578,0.22016,0.353356,0.850625,0.488475,0.749602,0.940774,0.100134,0.763894,0.834503,0.834503,0.0949241,0.85719,0.963147,0.371167,0.419871,0.134599,0.147553,0.94882,0.697646,0.0634902,0.397567,0.547342,0.765106,0.072794,0.495367,0.834503,0.650193,0.532678,0.341077,0.486548,0.0533022,0.928128,0.884326,0.524651,0.00321839,0.870144,0.842171,0.548977,0.154866,0.786631,0.0701804,0.941613,0.357336,0.390339,0.78895,0.407917,0.140948,0.637227,0.371167,0.321224,0.895204,0.883231,0.40139,0.0120322,0.533206,0.256627,0.13929,0.895204,0.328074,0.567113,0.624391,0.768445,0.263827,0.395974,0.241486,0.202432,0.917913,0.514728,0.197522,0.371167,0.371167,0.352938,0.647142,0.406566,0.391372,0.90685,0.0955672,0.598915,0.0792971,0.0243016,0.18603,0.926599,0.963949,0.0793335,0.45165,0.611852,0.132926,0.0928883,0.918834,0.758935,0.894396,0.392521,0.32832,0.637234,0.0329494,0.887735,0.450929,0.712238,0.151965,0.29481,0.0788092,0.51302,0.414136,0.378582,0.0989956,0.495367,0.864233,0.0989956,0.645463,0.0148325,0.452863,0.605749,0.605749,0.156349,0.758935,0.799067,0.450929,0.597007,0.850625,0.596719,0.0989956,0.21106,0.19092,0.0989956,0.374914,0.255463,0.156349,0.0679415,0.0525771
