,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0
1,0.887079,0.637234,0.709452,0.854149,0.0396746,0.00267108,0.614364,0.514728,0.718073,0.133018,0.35336,0.885646,0.374648,0.1725,0.230268,0.949458,0.870876,0.222338,0.661947,0.661947,0.596424,0.336682,0.347871,0.929382,0.00303374,0.658383,0.529914,0.827478,0.885646,0.145786,0.0175244,0.815818,0.22016,0.0984359,0.00840677,0.0652938,0.146853,0.658383,0.757105,0.514728,0.0259447,0.52695,0.514728,0.661947,0.0175244,0.230268,0.885646,0.149752,0.506559,0.462475,0.371167,0.623427,0.22016,0.20683,0.754614,0.0429424,0.357152,0.0441517,0.596424,0.943234,0.200726,0.936347,0.201974,0.870896,0.893237,0.230268,0.356879,0.28114,0.505408,0.093387,0.195416,0.388272,0.753908,0.230268,0.191943,0.0194291,0.0555497,0.596424,0.687292,0.0122776,0.562065,0.541054,0.230268,0.200726,0.647775,0.0276899,0.346732,0.558913,0.504511,0.854121,0.171474,0.134762,0.104231,0.775426,0.506121,0.565576,0.184996,0.185797,0.371167,0.22016,2.6491e-06,0.0652938,0.168522,0.467308,0.256552,0.371167,0.0175244,0.486122,0.0175244,0.430613,0.147233,0.303281,2.6491e-06,0.0876847,2.6491e-06,0.372523,0.354363,0.819182,0.478668,2.6491e-06,0.371167,0.371167,0.455286,0.418145,0.401732,0.256552,0.382311,0.509955,0.492647,0.272021,0.371167,0.245801,0.83116,0.168522,2.6491e-06,0.330259,0.371167,0.430613,0.371167,0.662682,0.272021,0.206886,0.715913,0.36816,0.0232685,0.373154,0.914921,0.194657,0.676104,0.391372,0.2036,0.212872,0.166846,0.280437,0.821007,0.455286,0.455286,0.544443,0.930212,0.093387,0.351832,0.77857,0.557628,0.486548,0.401474,0.629032,0.299793,0.619753,2.6491e-06,0.0668883,0.301456,0.629032,0.00467261,0.134249,0.619753,0.135395,0.485689,0.289123,0.345624,0.925057,0.460448,0.515514,0.874851,0.0671833,2.6491e-06,0.376263,0.97398,0.549507,0.443335,0.0921292,0.396967,0.35336,0.77609,0.197857,0.785917,0.856178,0.0886024,0.201974,0.893733,0.905827,0.854121,0.477065,0.185797,0.86968,0.840496,0.662682,0.676104,0.629032,0.629032,0.128556,0.635605,0.549507,0.411693,0.0886024,0.556093,0.5512,0.0135137,0.0926616,0.363455
