,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1,0.684738,0.537172,0.0928883,0.927451,0.90179,0.905239,0.394846,0.90179,0.242074,0.789953,0.469445,0.13797,0.146983,0.684738,0.242074,0.469445,0.866078,0.932137,0.446893,0.345842,0.293851,0.644633,0.947897
