,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
1,0.15249,0.674345,0.15249,0.504349,0.480478,0.381737,0.619799,0.186714,0.642099,0.157684,0.0907856,0.15249,0.52664,0.371195,0.375581,0.157684,0.739738,0.311549,0.504349,0.184825,0.202512,0.847548,0.452032,0.922346,0.627376,0.164282,0.84375,0.985894,0.0417613,0.497899,0.924467,0.0535259,0.279331,0.915828,0.0794357,0.689117,0.0497325,0.582228,0.60864,0.148814,0.0489851,0.60864,0.741055,0.202512,0.710325,0.641693,0.311549,0.202512,0.525985,0.464913,0.60864,0.460515,0.664835,0.31366,0.102192,0.641483,0.475152,0.202512,0.988931,0.0535259,0.271138,0.232965,0.572187,0.60864,0.0537735,0.205311,0.710325,0.275685,0.646819,0.791079,0.0211831,0.117428,0.60864,0.92171,0.205341,0.25873,0.941854,0.202512,0.503022,0.48137,0.452139,0.318922,0.223251,0.646819,0.150388,0.798567,0.0384927,0.655222,0.00499262,0.693767,0.456568,0.504349,0.483713,0.375581,0.0915956,0.907391,0.483713,0.528775,0.396477,0.337347,0.976054,0.619129,0.948056,0.672388,0.46653,0.767548,0.668756,0.0458039,0.202512,0.319902,0.989593,0.28654,0.187876,0.00321839,0.180136,0.115915,0.509703,0.0489851,0.49716,0.391162,0.421569,0.508202,0.631286,0.88134,0.356055
