,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0
1,0.978457,0.395577,0.550633,0.911721,0.50949,0.689898,0.162293,0.550633,0.69619,0.917967,0.509605,0.409341,0.942931,0.0431893,0.897279,0.840567,0.0486314,0.500763,0.884007,0.970233,0.772409,0.920807,0.190712,0.150605,0.397703,0.990252,0.929198,0.433868,0.258048,0.210559,0.110857,0.181735,0.975252,0.0675037,0.931592,0.0986605,0.20616,0.760576,0.928199,0.953105,0.0777193,0.670107,0.0735474,0.328959,0.860311,0.333413,0.039546,0.95447,0.886743,0.0419488,0.86549,0.112576,0.923508,0.648904,0.647161,0.547932,0.920861,0.00603133,0.440532,0.0168219,0.965778,0.309058,0.0654278,0.863459,0.464041,0.71871,0.935644,0.616342,0.571821,0.775717,0.844746,0.368754,0.489688,0.717732,0.885416,0.689898,0.0732513,0.618955,0.921509,0.946193,0.49578,0.3428,0.322068,0.286522,0.769648,0.499832,0.00504944,0.383703,0.356055,0.444441,0.356055,0.0592207,0.0899582,0.356055,0.472897,0.496225,0.775794,0.846134,0.356055,0.545698,0.578881,0.968834,0.853683,0.876014,0.970847
