,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1,0.186127,0.309214,0.601772,0.266171,0.601772,0.409545,0.643565,0.473215,0.73046,0.309214,0.00800093,0.871154,0.309036,0.309214,0.342507,0.239012,0.631513,0.0621736,0.772693,0.851045,0.224878,0.684144,0.170128,0.601772,0.601772,0.163322,0.601772,0.797343,0.251181,0.0797537,0.0490794,0.309214,0.309214,0.915781,0.645747,0.389274,0.266171,0.0413549,0.382645,0.552843,0.114605,0.635023,0.14478,0.535364,0.530945,0.0413549,0.922036,0.719129,0.203262,0.683157,0.512157,0.203262,0.00771284,0.641695,0.157017,0.774006,0.610703,0.150973,0.0601529,0.425316,0.472169,0.0209215,0.437922,0.273196,0.633495,0.727171,0.460058,0.242517,0.226752,0.00771284,0.320497,0.0818125,0.17912,0.17912,0.239012,0.901686,0.645138,0.948444,0.51798
