,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.115915,0.283939,0.308001,0.62021,0.776256,0.479927,0.106764,0.386082,0.73552,0.420166,0.311208,0.260066,0.341671,0.0176197,0.106764,0.242054,0.0875145,0.721397,0.28654,0.178967,0.368453,0.0391744,0.459487,0.396967,0.293505,0.533202,0.47924,0.0342527,0.485619,0.266427,0.363958,0.149116,0.50609,0.865754,0.534164,0.311577,0.502928,0.323537,0.308856,0.293841,0.881546,0.865754,0.592456,0.391162,0.520145,0.932472,0.513216,0.391162,0.558176,0.360968,0.360968,0.360968,0.360968
