,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0
1,0.319777,0.726104,0.467343,0.873913,0.509949,0.607274,0.488828,0.45343,0.141258,0.550633,0.116556,0.037379,0.878055,0.936161,0.870395,0.71505,0.892559,0.950907,0.124955,0.338171,0.280431,0.550633,0.964965,0.537677,0.908384,0.365567
