,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1,0.92769,0.45939,0.823883,0.626281,0.143731,0.898529,0.500297,0.929059,0.24246,0.701703,0.835846,0.840472,0.444531,0.600359,0.600359,0.45939,0.840472,0.96996,0.423717,0.907965,0.309214,0.839296,0.951233,0.925567,0.223987,0.742032,0.434426,0.706668,0.444789,0.849457,0.627195,0.541684,0.0348984,0.499804,0.643095,0.0739055,0.610703,0.070433,0.112157,6.60949e-05,0.840472,0.840472,0.893129,0.684299,0.212428,0.525274,0.750771,0.849458,0.217151,0.170554,0.434426,0.00881182,0.105357,0.516188,0.335266,0.152154,0.791786,0.917919,0.660921,0.476231,0.843207,0.369414,0.282845,0.883944,0.840472,0.591906,0.87595,0.131233,0.489326,0.73284,0.489326,0.882331,0.847495,0.937462,0.820421,0.0132,0.611788,0.329296,0.840472,0.692948,0.487098,0.918768,0.73002,0.874872,0.687327,0.152878,0.888859,0.859254,0.212966,0.947959,0.45939,0.909542,0.472673,0.874532,0.808986,0.655195,0.590056,0.194309,0.384403,0.365806,0.859274,0.87531,0.881814,0.542886,0.46662,0.93619,0.519193,0.911675,0.489326,0.489326,0.472643,0.655236,0.886488,0.835245,0.143232
