,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1,0.0709857,0.890069,0.374865,0.0684212,0.17728,0.106764,0.708612,0.537677,0.648598,0.887558,0.322219,0.494286,0.564619,0.0544244,0.308477,0.0097692,0.973422,0.73552,0.288093,0.779695,0.987703,0.0449014,0.106764,0.645565,0.0846798,0.830738,0.106764,0.501829,0.289333,0.787244,0.785776,0.21753,0.371871,0.406248,0.776497,0.622712,0.827972,0.230712,0.323962,0.885697,0.351961,0.0684212,0.0846798,0.115085,0.19574,0.836475,0.486661,0.0846798,0.741393,0.578061,0.17431,0.106764,0.114401,0.152621,0.590866,0.255951,0.0546225,0.861926,0.798583,0.34441,0.775606,0.741032,0.611703,0.799795,0.386082,0.386082,0.550633,0.439309,0.941274,0.423751,0.371871,0.0540372,0.867676,0.346742,0.0935284,0.0846798,0.37368,0.424878,0.0676968,0.341333,0.0846798,0.476572,0.952893,0.952893,0.952893,0.768684,0.896908,0.407725,0.074321,0.362647,0.439038,0.506786,0.111261,0.614274,0.798468,0.155922,0.799795,0.639654,0.871993,0.693468,0.902966,0.922059,0.0149998,0.902966,0.141182,0.932023,0.474595,0.550633,0.398786,0.0846798,0.106764,0.387972,0.0935842,0.210897,0.313157,0.0501072,0.0330811,0.967929,0.405208,0.614006,0.187834,0.433231,0.0913827,0.930955,0.404417,0.145754,0.42452,0.856423,0.399917,0.962819
